Food_Name,PC1,PC2,cluster
"Pudding, chocolate, made from dry mix",-1.165528738976536,0.16988699029078028,6
"Pudding, flavors other than chocolate, made from dry mix, sugar free",-1.0460331596580636,0.278736367889781,6
"Pudding, chocolate, made from dry mix, sugar free",-0.8734960784661112,0.4137965505739142,6
"Pudding, flavors other than chocolate, ready-to-eat",-1.9217067919930155,-0.4459780173495254,6
"Pudding, flavors other than chocolate, ready-to-eat, sugar free",-1.0460331596580636,0.278736367889781,6
"Pudding, chocolate, ready-to-eat",-1.4974662092029627,-0.10748717096571586,6
"Pudding, chocolate, ready-to-eat, sugar free",-0.8734960784661112,0.4137965505739142,6
"Pudding, tapioca, ready-to-eat",-1.7923714626176193,-0.4021431404306829,6
Banana pudding,-1.3194488752231495,-0.29299423581071415,6
Mousse,-0.631515133983457,0.7643918771953094,6
Dulce de leche,-0.3052493406314813,0.5420805365586112,0
"Barfi or Burfi, Indian dessert",-0.9864033521502559,0.23726309735831347,6
Trifle,-1.066545532308378,-0.05879239488122934,6
Tiramisu,-0.4998854025747785,0.4320092512590149,6
White sauce or gravy,-0.7560647903443292,0.37129501487992406,6
"Cheese, NFS",2.0082918834787034,2.54526553080122,4
"Cheese, Blue or Roquefort",1.3628610962311973,1.2908747186473053,0
"Cheese, Brick",1.1884941706488739,2.028945334878769,4
"Cheese, Camembert",1.4058651186419688,0.9979623321768766,0
"Cheese, Brie",0.8119085374757458,0.37027224239374695,0
"Cheese, Cheddar",1.5013787662093638,2.192115735597228,4
"Cheese, Cheddar, reduced fat",1.4051770855310792,1.8242475263206346,4
"Cheese, Cheddar, nonfat or fat free",0.7334633208169179,1.1950671887952795,4
"Cheese, Colby",1.2337400803621048,1.927437626152403,4
"Cheese, Colby Jack",1.1795509405260387,1.7908723836008051,4
"Cheese, Feta",0.6226698871093252,0.7934663351367647,0
"Cheese, Fontina",0.6015548723372683,1.9306205481419643,0
"Cheese, goat",1.134118284612892,2.106382294944099,0
"Cheese, Gouda or Edam",1.3818095423981809,1.8355857758260148,4
"Cheese, Gruyere",1.8936920117473997,2.7359916235217487,4
"Cheese, Limburger",1.524218993030258,1.4050800761958226,4
"Cheese, Monterey",1.1279757021457864,1.6564807655100333,4
"Cheese, Monterey, reduced fat",1.0130530967702842,1.404897600470002,4
"Cheese, Mozzarella, NFS",1.469560735470207,1.9370618358115967,4
"Cheese, Mozzarella, part skim",1.469560735470207,1.9370618358115967,4
"Cheese, Mozzarella, reduced sodium",0.838741755928741,1.7171486023711684,4
"Cheese, Mozzarella, nonfat or fat free",1.5939697328877054,2.062502053379085,4
